LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000026670-0036-2,C G INVESTMENTS INC,SUBWAY #52104,3183 WILSHIRE BLVD UNIT #184,LOS ANGELES,90010-1280,3183 WILSHIRE 90010-1280,7755 HASKELL AVENUE,VAN NUYS,91406-1906,722110,Full-service restaurants,10,03/07/2012,,POINT (-118.2911 34.0617)
0000026942-0001-2,EMILIO'S MOLTO BENE TRATTORIA INC,EMILIO'S TRATTORIA | EMILIO'S TRATTORIA RESTAURANT,16234 VENTURA BLVD,ENCINO,91436-2202,16234 VENTURA 91436-2202,16234 VENTURA BLVD,ENCINO,91436-2202,722110,Full-service restaurants,4,07/01/2003,,POINT (-118.4863 34.1567)
0000027242-0001-2,JUAN C VILLASENOR,,15455 CABRITO ROAD,VAN NUYS,91406-1407,15455 CABRITO 91406-1407,8308 BELLINGHAM AVENUE,SUN VALLEY,91352-3801,722110,Full-service restaurants,6,02/02/1999,,POINT (-118.4695 34.2168)
0000027256-0001-4,ROSEHEN CORP,MCDONALDS #3358/8009,2810 S FIGUEROA STREET,LOS ANGELES,90007-3257,2810 FIGUEROA 90007-3257,2202 S FIGUEROA STREET SUITE #4003,LOS ANGELES,90007-2049,722110,Full-service restaurants,9,06/01/1975,,POINT (-118.2771 34.0263)
0000027381-0001-1,"KDFMC, A CALIFORNIA CORPORATION",KAY 'N DAVE'S,15246 W SUNSET BLVD,PACIFIC PALISADES,90272-3611,15246 SUNSET 90272-3611,10543 W PICO BLVD,LOS ANGELES,90064-2319,722110,Full-service restaurants,11,07/15/1992,,POINT (-118.5249 34.0466)
0000027619-0001-6,BLUE ROSE CAFE INC,CANDLE CAFE & GRILL,325 OCEAN FRONT WALKS,VENICE,90291-2409,325 OCEAN FRONT 90291-2409,,,,722110,Full-service restaurants,11,08/17/2004,,POINT (-118.4803 33.9944)
0000028087-0001-1,JANE H MELVILLE,,11317 COLLINS STREET,N HOLLYWOOD,91601-1808,11317 COLLINS 91601-1808,,,,722110,Full-service restaurants,2,07/15/2003,,POINT (-118.3773 34.1739)
0000028200-0001-6,G1 GROUP INC,THE OAKS TAVERN,13625 MOORPARK STREET,SHERMAN OAKS,91423-3722,13625 MOORPARK 91423-3722,,,,722110,Full-service restaurants,4,08/01/2003,,POINT (-118.43 34.1503)
0000028500-0001-1,WLS1 LLC,MIDORI SUSHI RESTAURANT,13905 VENTURA BLVD,SHERMAN OAKS,91423-3501,13905 VENTURA 91423-3501,13905 VENTURA BLVD,SHERMAN OAKS,91423-3501,722110,Full-service restaurants,4,05/03/2003,,POINT (-118.4356 34.1487)
0000028532-0003-7,ULISES MIRANDA,RESTAURANT MARISCOS GUERRERO,1359 S MAIN STREET,LOS ANGELES,90015-2548,1359 MAIN 90015-2548,,,,722110,Full-service restaurants,14,01/12/2015,,POINT (-118.2617 34.0353)
0000028694-0004-4,MOHAMMAD H GHADRI,CUGURT,1904 1/2 HILLHURST AVENUE,LOS ANGELES,90027-2712,1904 HILLHURST 90027-2712,571 FAIRVIEW AVENUE #22,LOS ANGELES,90033-1667,722110,Full-service restaurants,4,03/01/2012,,POINT (-118.2874 34.1055)
0000029665-0001-1,PARTNERS H & R,MCDONALDS #12036,405 N ALVARADO STREET,LOS ANGELES,90026-4901,405 ALVARADO 90026-4901,2202 S FIGUEROA STREET #4003,LOS ANGELES,90007-2049,722110,Full-service restaurants,13,07/01/1992,,POINT (-118.2679 34.0703)
0000031002-0001-4,SALEM MALEEH,TOP FALAFEL,6424 1/2 COLDWATER CANYON AVENUE,N HOLLYWOOD,91606-1113,6424 COLDWATER CANYON 91606-1113,,,,722110,Full-service restaurants,2,07/15/2003,,POINT (-118.4138 34.187)
0000031488-0001-3,MARTIN AGUSTIN,FIDDLER'S RESTAURANT,12721 GLENOAKS BLVD,SYLMAR,91342-4749,12721 GLENOAKS 91342-4749,,,,722110,Full-service restaurants,7,05/10/2003,,POINT (-118.4415 34.3013)
0000032733-0001-4,SERRA GOKCE,SERRA'S DINE & DANCE | SERRAS DINE & DANCE,12449 VENTURA BLVD,STUDIO CITY,91604-2407,12449 VENTURA 91604-2407,9555 WOODMAN AVENUE UNIT #12,ARLETA,91331-6428,722110,Full-service restaurants,4,06/05/2003,,POINT (-118.4039 34.1428)
0000032749-0001-5,KUOCHERNG LIN,H SALT FISH & CHIPS,4732 HOLLYWOOD BLVD,LOS ANGELES,90027-5307,4732 HOLLYWOOD 90027-5307,,,,722110,Full-service restaurants,13,08/10/1992,,POINT (-118.2931 34.1017)
0000033563-0001-6,LADY LIBERTY EVENTS INC,,13819 SATICOY STREET,VAN NUYS,91402-6519,13819 SATICOY 91402-6519,17836 CHATSWORTH STREET,GRANADA HILLS,91344-5611,722110,Full-service restaurants,6,01/01/2000,,POINT (-118.4338 34.2104)
0000033791-0001-4,HSIUEHYU CHIUEH,GARDEN WOK,6117 RESEDA BLVD   UNIT #B,TARZANA,91335-7367,6117 RESEDA 91335-7367,,,,722110,Full-service restaurants,3,06/01/2003,,POINT (-118.5367 34.1813)
0000033880-0001-4,ANTONIO / SILVIA CABALLERO,EL HUARACHE VELOZ,11661 GLENOAKS BLVD,PACOIMA,91331-1050,11661 GLENOAKS 91331-1050,7841 ALLOTT AVENUE,VAN NUYS,91402-6409,722110,Full-service restaurants,7,08/15/1992,,POINT (-118.4203 34.2818)
0000034207-0001-5,B P O ELKS LODGE #966,,1748 CUMBRE DRIVE,SAN PEDRO,90732-4222,1748 CUMBRE 90732-4222,,,,722110,Full-service restaurants,15,06/01/1945,,POINT (-118.3162 33.7293)
0000034330-0001-2,PRO BILLIARD CLUB /C,PRO BILLIARD CLUB,3126 LOS FELIZ BLVD,LOS ANGELES,90039-1507,3126 LOS FELIZ 90039,,,,722110,Full-service restaurants,13,,,POINT (-118.2671 34.1242)
0000034875-0001-1,SYLVIA D ROMERO / FRANCISCO ROMERO,LA NUEVA FOGATA,16852 SHERMAN WAY,VAN NUYS,91406-3748,16852 SHERMAN 91406-3748,,,,722110,Full-service restaurants,6,07/12/2000,,POINT (-118.5 34.2011)
0000035113-0001-0,KOUSHA HARIRCHIAN LAC,DEN ACUCENTER,6019 NEDDY AVENUE,WOODLAND HILLS,91367-1130,6019 NEDDY 91367-1130,2106 ARTESIA BLVD  UNIT #169,TORRANCE,90504-3003,722110,Full-service restaurants,3,11/05/2003,,POINT (-118.6525 34.1797)
0000035178-0001-4,RUBEN ESPANA,LA JUQUILITA CATERING,5350 MACHADO LANE,CULVER CITY,90230-8800,5350 MACHADO 90230-8800,,,,722110,Full-service restaurants,0,07/01/2003,,POINT (-118.3966 33.9977)
0000035225-0001-1,NOEMI FLORES,,250 E AVENUE P2,PALMDALE,93550-3227,250 AVENUE P2 93550-3227,,,,722110,Full-service restaurants,0,11/01/2003,,POINT (-118.1268 34.5996)
0000035250-0001-9,D D H CORP,KFC,1425 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90062-1222,1425 MARTIN LUTHER KING JR 90062-1222,,,,722110,Full-service restaurants,8,08/01/1993,,POINT (-118.301 34.0108)
0000035399-0001-2,3 VENEZIE L P,CA DEL SOLE,4100 CAHUENGA BLVD,TOLUCA LAKE,91602-2831,4100 CAHUENGA 91602-2831,,,,722110,Full-service restaurants,2,02/01/1994,,POINT (-118.3614 34.1436)
0000036779-0001-5,WILLIAM FOX,TOP DOG HOT DOG,19555 LEMARSH STREET,NORTHRIDGE,91324-1010,19555 LEMARSH 91324-1010,,,,722110,Full-service restaurants,12,08/20/2003,,POINT (-118.5588 34.2554)
0000036804-0001-5,SONIA ARACELY PORTILLO,PANADERIA Y RESTAURANTE EL VENADO BAKERY,1007 S ALVARADO STREET,LOS ANGELES,90006-3711,1007 ALVARADO 90006-3711,,,,722110,Full-service restaurants,1,02/01/1993,,POINT (-118.2799 34.0515)
0000036857-0001-7,HANA FOODS CORP,STONE OVEN,6600 TOPANGA CANYON BLVD #FC6,CANOGA PARK,91303-2609,6600 TOPANGA CANYON 91303-2609,305 FLITTNER CIRCLE,THOUSAND OAKS,91360-5905,722110,Full-service restaurants,3,07/18/2000,,POINT (-118.6058 34.1898)
0000037441-0001-1,CANTERS FAIRFAX INC,,419 N FAIRFAX AVENUE,LOS ANGELES,90036-1716,419 FAIRFAX 90036-1716,419 N FAIRFAX AVENUE,LOS ANGELES,90036-1716,722110,Full-service restaurants,5,05/01/1949,,POINT (-118.3614 34.0787)
0000037441-0002-9,CANTERS FAIRFAX INC,CANTER'S DELI,12109 SANTA MONICA BLVD,LOS ANGELES,90025-2515,12109 SANTA MONICA 90025-2515,,,,722110,Full-service restaurants,11,11/20/2019,,POINT (-118.4635 34.0406)
0000037493-0001-8,JOSE D AVILA/JULIA E AVILA,RESTAURANTS MORAZAN,15706 VANOWEN STREET,VAN NUYS,91406-5029,15706 VANOWEN 91406-5029,,,,722110,Full-service restaurants,6,10/17/1992,,POINT (-118.475 34.1939)
0000037639-0001-0,JUAN M SANTOYO,TAMALES LILIANA | TAMALES LILIANAS LLC,3448 E 1ST STREET,LOS ANGELES,90063-2914,3448 1ST 90063-2914,3448 E 1ST STREET,LOS ANGELES,90063-2914,722110,Full-service restaurants,14,11/01/1992,,POINT (-118.1935 34.0364)
0000038627-0014-6,PANDA EXPRESS INC,PANDA EXPRESS #3600,5154 STATE UNIVERSITY DRIVE,LOS ANGELES,90032-4227,5154 State University 90032-4227,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,0,08/01/2023,,POINT (-118.1715 34.0621)
0000039121-0001-3,SALSA & BEER 2 INC,,11669 SHERMAN WAY,NORTH HOLLYWOOD,91605-5834,11669 SHERMAN 91605-5834,,,,722110,Full-service restaurants,2,08/04/2003,,POINT (-118.3868 34.2011)
0000039132-0001-1,EL TACO LLAMA INC,EL TACO LLAMA,11511 SHERMAN WAY,N HOLLYWOOD,91605-5828,11511 SHERMAN 91605-5828,,,,722110,Full-service restaurants,2,02/01/1995,,POINT (-118.3827 34.2011)
0000039329-0001-6,CHI CHIS PIZZA INC,LIDO PIZZA,15232 VICTORY BLVD,VAN NUYS,91411-1717,15232 VICTORY 91411-1717,9205 ALABAMA AVENUE #A,CHATSWORTH,91311-5859,722110,Full-service restaurants,6,01/01/1991,,POINT (-118.4651 34.1866)
0000039712-0001-3,SWH MIMI'S CAFE LLC,MIMIS CAFE,19710 NORDHOFF PLACE,CHATSWORTH,91311-6605,19710 NORDHOFF 91311-6605,5243 E BEVERLY BLVD,LOS ANGELES,90022-2020,722110,Full-service restaurants,12,10/26/1992,,POINT (-118.5626 34.2354)
0000039712-0002-1,SWH MIMI'S CAFE LLC,MIMIS CAFE,2925 LOS FELIZ BLVD,LOS ANGELES,90039-1502,2925 LOS FELIZ 90039-1502,5243 E BEVERLY BLVD,LOS ANGELES,90022-2020,722110,Full-service restaurants,13,12/09/2002,,POINT (-118.2639 34.1258)
0000040047-0001-1,"SALSA & BEER, INC",,6740 WHITE OAK AVENUE,VAN NUYS,91406-5359,6740 WHITE OAK 91406-5359,,,,722110,Full-service restaurants,6,01/20/2000,,POINT (-118.5185 34.1929)
0000040665-0001-8,WILHOP INC,IHOP MIRACLE MILE,5655 WILSHIRE BLVD,LOS ANGELES,90036-3710,5655 WILSHIRE 90036-3710,1445 5TH STREET,SANTA MONICA,90401-2401,722110,Full-service restaurants,5,04/15/2003,,POINT (-118.3516 34.0624)
0000040962-0001-9,DENO DEMITRIOS PERRIS,PATRAS DRIVE IN #2,2319 N SAN FERNANDO ROAD,LOS ANGELES,90065-1314,2319 SAN FERNANDO 90065-1314,,,,722110,Full-service restaurants,1,02/01/2001,,POINT (-118.2386 34.1052)
0000040991-0001-5,YORGOS PAPADOPOULOS,VILLAGE CAFE,20122 VANOWEN STREET,WINNETKA,91306-4308,20122 VANOWEN 91306-4308,,,,722110,Full-service restaurants,3,05/15/2003,,POINT (-118.5718 34.1937)
0000041352-0001-3,MAYABEQUE INC,VERSAILLES ONE,17410 VENTURA BLVD,ENCINO,91316-3827,17410 VENTURA 91316-3827,,,,722110,Full-service restaurants,4,10/01/1992,,POINT (-118.5117 34.1611)
0000041435-0001-8,EDDY/JADE CHEUNG,TIMS KITCHEN,3125 W JEFFERSON BLVD,LOS ANGELES,90018-3229,3125 JEFFERSON 90018-3229,6522 VIA BARON,RANCHO PALOS VERDES,90275-6921,722110,Full-service restaurants,10,09/01/1975,,POINT (-118.3295 34.0255)
0000041719-0001-3,LAS LOMAS MEXICAN RESTAURANT INC,,15677 ROXFORD STREET,SYLMAR,91342-3550,15677 ROXFORD 91342-3550,,,,722110,Full-service restaurants,7,01/01/2000,,POINT (-118.4734 34.3097)
0000041726-0004-8,YOSHINOYA AMERICA INC,BEEF BOWL #129,700 N VERMONT AVENUE,LOS ANGELES,90029-3515,700 VERMONT 90029-3515,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,13,02/29/1980,,POINT (-118.2917 34.0836)
0000041726-0005-6,YOSHINOYA AMERICA INC,BEEF BOWL #135,1201 S SOTO STREET,LOS ANGELES,90023-2615,1201 SOTO 90023-2615,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,14,04/22/1985,,POINT (-118.2194 34.0278)
0000041726-0006-4,YOSHINOYA AMERICA INC,BEEF BOWL #137,2897 W OLYMPIC BLVD #102,LOS ANGELES,90006-2639,2897 OLYMPIC 90006-2639,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,10,08/25/1985,,POINT (-118.2976 34.0526)
0000041726-0007-2,YOSHINOYA AMERICA INC,BEEF BOWL #143,3021 S FIGUEROA STREET,LOS ANGELES,90007-3712,3021 FIGUEROA 90007-3712,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,9,05/12/1986,,POINT (-118.2781 34.0248)
0000041726-0009-9,YOSHINOYA AMERICA INC,BEEF BOWL #146,7300 TOPANGA CANYON BLVD #10 11,CANOGA PARK,91303-3333,7300 TOPANGA CANYON 91303-3333,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,3,03/09/1987,,POINT (-118.6059 34.2028)
0000041726-0011-1,YOSHINOYA AMERICA INC,BEEF BOWL #149,6800 RESEDA BLVD #H,RESEDA,91335-4256,6800 RESEDA 91335-4256,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,4,04/06/1988,,POINT (-118.536 34.1938)
0000041726-0012-9,YOSHINOYA AMERICA INC,BEEF BOWL #152,13750 ROSCOE BLVD,PANORAMA CITY,91402-3840,13750 ROSCOE 91402-3840,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,05/02/1988,,POINT (-118.4327 34.2216)
0000041726-0013-7,YOSHINOYA AMERICA INC,BEEF BOWL #155,6562 VAN NUYS BLVD,VAN NUYS,91401-1426,6562 VAN NUYS 91401-1426,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,07/22/1988,,POINT (-118.4487 34.19)
0000041726-0015-3,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL,1603 SEPULVEDA BLVD,TORRANCE,90501-5104,1603 SEPULVEDA 90501-5104,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,15,09/28/1994,,POINT (-118.3065 33.8161)
0000041726-0017-0,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL #1207,1461 S LA CIENEGA BLVD,LOS ANGELES,90035-3717,1461 LA CIENEGA 90035-3717,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,10,10/27/1995,,POINT (-118.3761 34.0514)
0000041726-0018-8,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL #1210,1075 N WESTERN AVENUE #109,LOS ANGELES,90029-2307,1075 WESTERN 90029-2307,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,13,05/02/1996,,POINT (-118.3091 34.0901)
0000041726-0020-0,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL RESTAURANT #1219,642 S ALVARADO STREET,LOS ANGELES,90057-3303,642 ALVARADO 90057-3303,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,1,02/04/1997,,POINT (-118.2757 34.0581)
0000041726-0021-8,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL RESTAURNATS #1226,2500 PASADENA AVENUE,LOS ANGELES,90031-2217,2500 PASADENA 90031-2217,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,1,09/18/1998,,POINT (-118.2164 34.0762)
0000041726-0023-4,YOSHINOYA AMERICA INC,YOSHINOYA RESTAURANT,12850 SHERMAN WAY,N HOLLYWOOD,91605-5033,12850 SHERMAN 91605-5033,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,2,07/16/2001,,POINT (-118.4127 34.2012)
0000041726-0024-2,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL,8267 SEPULVEDA BLVD,PANORAMA CITY,91402-4306,8267 SEPULVEDA 91402-4306,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,09/07/2001,,POINT (-118.4676 34.2208)
0000041726-0025-1,YOSHINOYA AMERICA INC,YOSHINOYA BEEF BOWL #1230,4202 BEVERLY BLVD,LOS ANGELES,90004-4430,4202 BEVERLY 90004-4430,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,10,02/18/2002,,POINT (-118.3004 34.0762)
0000041726-0026-9,YOSHINOYA AMERICA INC,YOSHINOYA RESTAURANT,4000 S VERMONT AVENUE,LOS ANGELES,90037-1917,4000 VERMONT 90037-1917,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,9,02/07/2000,,POINT (-118.2915 34.0102)
0000041726-0034-0,YOSHINOYA AMERICA INC,YOSHINOYA,5656 W MANCHESTER AVENUE,WESTCHESTER,90045-4416,5656 MANCHESTER 90045-4416,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,11,08/11/2014,,POINT (-118.3797 33.9598)
0000041726-0036-6,YOSHINOYA AMERICA INC,BEEF BOWL #261,9157 DE SOTO AVENUE,CHATSWORTH,91311-4906,9157 DE SOTO 91311-4906,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,12,11/09/2017,,POINT (-118.589 34.2372)
0000041726-0037-4,YOSHINOYA AMERICA INC,BEF BOWL 1262,8400 SUNLAND BLVD,SUN VALLEY,91352-3436,8400 SUNLAND 91352-3436,991 KNOX STREET,TORRANCE,90502-1006,722110,Full-service restaurants,6,06/11/2018,,POINT (-118.3655 34.2241)
0000042291-0001-2,KINKAI CORP,SUSHI DAN,11056 VENTURA BLVD,STUDIO CITY,91604-3546,11056 VENTURA 91604-3546,,,,722110,Full-service restaurants,4,11/01/2003,,POINT (-118.3715 34.1409)
0000042621-0001-0,ROBERTO'S CLUB INC,,686 N SPRING STREET #202,LOS ANGELES,90012-2835,686 SPRING 90012-2835,POST OFFICE BOX #94240,PASADENA,91109-4240,722110,Full-service restaurants,1,09/01/2003,,POINT (-118.2379 34.0595)
0000043811-0001-0,"CHARLIE'S COFFEE SHOP, INC.",CHARLIES,6333 W 3RD STREET SPACE #412,LOS ANGELES,90036-3183,6333 3RD 90036-3183,,,,722110,Full-service restaurants,5,01/01/1976,,POINT (-118.36 34.0713)
0000044112-0001-4,TORRANCE BCD INC,BCD TOFU HOUSE,1607 SEPULVEDA BLVD,TORRANCE,90501-5104,1607 SEPULVEDA 90501-5104,,,,722110,Full-service restaurants,15,02/01/2003,,POINT (-118.3065 33.8162)
0000044366-0001-7,CONSUELO VILLACORTA,JALTEPEC RESTAURANT,20021 ROSCOE BLVD #8,CANOGA PARK,91306-5026,20021 ROSCOE 91306-5026,,,,722110,Full-service restaurants,3,05/06/1993,,POINT (-118.5693 34.2202)
0000044807-0001-1,MARK LIFLAND ET AL,PHILLY WEST BAR & GRILL,1870 WESTWOOD BLVD,LOS ANGELES,90025-4612,1870 WESTWOOD 90025-4612,707 HILL STREET APT #A,SANTA MONICA,90405-4482,722110,Full-service restaurants,5,08/01/1992,,POINT (-118.4359 34.0487)
0000045472-0001-8,JOHNYS KITCHEN INC,,5151 STATE UNIVERSITY DRIVE,LOS ANGELES,90032-4226,5151 STATE UNIVERSITY 90032-4226,1413 1/2 W KENNETH ROAD SUITE #278,GLENDALE,91201-1478,722110,Full-service restaurants,0,09/01/2003,,POINT (-118.1715 34.0623)
0000045559-0001-1,WKS RESTAURANT CORP,EL POLLO LOCO | EL POLLO LOCO #3467,4544 SAUGUS AVENUE,SHERMAN OAKS,91403-4041,4544 SAUGUS 91403-4041,5856 CORPORATE AVENUE SUITE #200,CYPRESS,90630-4754,722110,Full-service restaurants,4,03/16/2002,,POINT (-118.4662 34.152)
0000045559-0009-6,WKS RESTAURANT CORP,EL POLLO LOCO #3976,6752 RESEDA BLVD,RESEDA,91335-5315,6752 Reseda 91335-5315,5856 CORPORATE AVENUE  SUITE #200,CYPRESS,90630-4754,722110,Full-service restaurants,4,10/03/2024,,POINT (-118.5357 34.1936)
0000045948-0001-5,OLYMPIC KOREAN RICE CAKE INC,OLYMPIC KOREAN BAKERY,3110 W OLYMPIC BLVD,LOS ANGELES,90006-2414,3110 OLYMPIC 90006-2414,1136 S KINGSLEY DRIVE,LOS ANGELES,90006-2420,722110,Full-service restaurants,10,11/06/1992,,POINT (-118.3034 34.0526)
0000046063-0001-3,CYPRESS BEST BURGER INC,CYPRESS BEST BURGERS,3240 N FIGUEROA STREET,LOS ANGELES,90065-1526,3240 FIGUEROA 90065-1526,3240 N FIGUEROA STREET,LOS ANGELES,90065-1526,722110,Full-service restaurants,1,03/27/2000,,POINT (-118.2192 34.0862)
0000046258-0001-9,LITTLE ONGPIN INC,LITTLE ONGPIN FAST FOOD & RESTAURANT,5050 W SUNSET BLVD,LOS ANGELES,90027-5840,5050 SUNSET 90027-5840,,,,722110,Full-service restaurants,13,06/15/1993,,POINT (-118.2994 34.0981)
0000046486-0002-5,PAMPANGA MASTER GRILL INC,MASTER GRILL INC | MASTER GRILL  INC,231 S VERMONT AVENUE,LOS ANGELES,90004-5906,231 VERMONT 90004-5906,2448 FLINTRIDGE DRIVE,GLENDALE,91206-1025,722110,Full-service restaurants,13,09/13/2011,,POINT (-118.2916 34.0699)
0000046510-0001-2,SUKHSAGAR/PARDEEP KAUR PANNU,SUBWAY #3555,16060 VENTURA BLVD #114,ENCINO,91436-4432,16060 VENTURA 91436-4432,,,,722110,Full-service restaurants,4,12/20/1992,,POINT (-118.4828 34.1562)
0000047793-0001-9,ELBA MARQUEZ,,7101 S CENTRAL AVENUE,LOS ANGELES,90001-9998,7101 CENTRAL 90001-9998,4567 BROMPTON AVENUE,BELL,90201-3659,722110,Full-service restaurants,9,08/01/2004,,POINT (0 0)
0000048138-0001-8,KONSTANTINOS POLITIS,TOMS JR RESTAURANT,953 W FLORENCE AVENUE,LOS ANGELES,90044-5106,953 FLORENCE 90044-5106,953 W FLORENCE AVENUE,LOS ANGELES,90044-5106,722110,Full-service restaurants,8,12/01/1975,,POINT (-118.2911 33.9746)
0000050285-0001-9,SUK YOON AHN,ACE FRUIT,7355 LANKERSHIM BLVD #63,N HOLLYWOOD,91605-3847,7355 LANKERSHIM 91605-3847,17024 GLEDHILL STREET,NORTHRIDGE,91325-2524,722110,Full-service restaurants,6,01/01/1993,,POINT (-118 34)
0000050372-0001-0,MKS ENTERPRISES INC.,SUBWAY SANDWICHES #2791,13559 ROSCOE BLVD,PANORAMA CITY,91402-5500,13559 ROSCOE 91402-5500,,,,722110,Full-service restaurants,6,03/01/2000,,POINT (-118.4281 34.2216)
0000050372-0002-8,MKS ENTERPRISES INC.,SUBWAY SANDWICHES #28223,9040 SEPULVEDA BLVD #F2,NORTH HILLS,91343-4308,9040 SEPULVEDA 91343-4308,13559 ROSCOE BLVD,PANORAMA CITY,91402-5500,722110,Full-service restaurants,7,09/01/2005,,POINT (-118.4674 34.2343)
0000050372-0003-6,MKS ENTERPRISES INC.,,14417 ROSCOE BLVD   #A,PANORAMA CITY,91402-3002,14417 ROSCOE 91402-3002,13559 ROSCOE BLVD,PANORAMA CITY,91402-5500,722110,Full-service restaurants,6,05/29/2007,,POINT (-118.4472 34.2219)
0000050933-0001-9,HERMAN SQUEEZER LTD,BAJA CANTINA,311 WASHINGTON BLVD,MARINA DEL REY,90292-5129,311 WASHINGTON 90292-5129,316 MID VALLEY CENTER,CARMEL,93923-8516,722110,Full-service restaurants,11,01/01/1976,,POINT (-118.4645 33.9804)
0000051605-0002-8,LUIS E MERCADO-ALVARADO IV,,1415 N AVALON BLVD,WILMINGTON,90744-1506,1415 AVALON 90744-1506,POST OFFICE BOX #244,WILMINGTON,90748-0244,722110,Full-service restaurants,15,01/01/2007,,POINT (-118.2633 33.7916)
0000051736-0001-3,DOWNTOWN K F C INC,THE TAVERN OFF BROADWAY,221 W 7TH STREET,LOS ANGELES,90014-1851,221 7TH 90014-1851,219 W 7TH STREET #202,LOS ANGELES,90014-1950,722110,Full-service restaurants,14,03/29/1990,,POINT (-118.2528 34.045)
0000051838-0001-1,VIVIANS MILLENNIUM CAFE INC,VIVIAN'S MILLENNIUM CAFE,10968 VENTURA BLVD,STUDIO CITY,91604-3340,10968 VENTURA 91604-3340,,,,722110,Full-service restaurants,4,02/16/2000,,POINT (-118.3695 34.1401)
0000052375-0001-8,QUON BROS GRAND STAR INC,GRAND STAR JAZZ CLUB,943 SUN MUN WAY,LOS ANGELES,90012-1722,943 SUN MUN 90012-1722,,,,722110,Full-service restaurants,1,10/04/1985,,POINT (-118.2374 34.0649)
0000054319-0001-9,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #18,19920 VENTURA BLVD,WOODLAND HILLS,91364-2629,19920 VENTURA 91364-2629,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,3,03/01/1976,,POINT (-118.5671 34.1721)
0000054319-0002-7,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #9,5864 LANKERSHIM BLVD,N HOLLYWOOD,91601-1036,5864 LANKERSHIM 91601-1036,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,2,05/01/1971,,POINT (-118.3819 34.177)
0000054319-0003-5,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #10,13651 ROSCOE BLVD,PANORAMA CITY,91402-3941,13651 ROSCOE 91402-3941,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,6,03/01/1972,,POINT (-118.4304 34.2216)
0000054319-0004-3,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #12,11455 LAUREL CANYON BLVD,SAN FERNANDO,91340-4121,11455 LAUREL CANYON 91340-4121,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,7,06/01/1973,,POINT (-118.4521 34.2775)
0000054319-0005-1,IN-N-OUT BURGERS A CALIFORNIA CORPORATION,IN-N-OUT BURGER #16,6225 FOOTHILL BLVD,TUJUNGA,91042-2723,6225 FOOTHILL 91042-2723,4199 CAMPUS DRIVE FLOOR #9TH,IRVINE,92612-8604,722110,Full-service restaurants,7,04/01/1975,,POINT (-118.2682 34.2417)
